cycles:u,instructions:u,branch-misses:u,cache-misses:u,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss:u,l2_rqsts.demand_data_rd_miss:u,l2_rqsts.all_demand_miss:u,dtlb_load_misses.walk_pending:u,itlb_misses.walk_pending:u,dtlb_store_misses.walk_pending:u,dtlb_load_misses.walk_pending:u,offcore_requests.l3_miss_demand_data_rd:u,ocr.hwpf_l2_rfo.l3_miss:u,ocr.demand_data_rd.l3_miss:u,icache_64b.iftag_miss:u,l2_rqsts.swpf_miss:u,page-faults:u,mem-stores:u,l1d_pend_miss.pending:u,frontend_retired.itlb_miss:u,IPC,CPI
455434918,1602272681,2229713,102051,2379898,2689440,7508,3375,2174911,976,385,333,57609,33997,121340,233245,114054,67288,233245,8328,15536,7464,2854270,945,0,103596299,11841921,1703,3.518115581,0.284243078
455911445,1604206165,2257467,130551,2451492,2856395,9206,3516,2152159,1778,490,145,43568,25389,79235,132035,3776,25338,132035,7114,14767,7032,2855952,951,0,102349336,11077135,1442,3.518679302,0.28419754
456444181,1606466337,2230411,112311,2433626,3050100,8598,3710,2191758,1518,506,400,83707,36411,124353,202697,324794,89562,202697,8481,15825,8304,2988751,1214,0,102482788,11289622,1467,3.519524191,0.284129316
453274967,1595553162,2292212,115030,2218914,2759738,8384,3423,2280368,1633,761,255,35469,24757,67997,128506,9394,29173,128506,7471,13765,7729,2465978,888,0,101603675,12078263,3939,3.520055768,0.284086408
447168461,1574255470,2054085,129087,2477892,2731615,11688,4351,2134665,947,544,105,42127,31624,87608,83763,11979,35531,83763,7489,14810,7783,2712511,1095,0,102242391,11519447,3541,3.520497547,0.284050759
456848722,1608440887,2201995,153674,2530810,3241210,9731,4810,2196088,1182,671,200,52365,31999,93454,167016,12220,76961,167016,9970,26968,15240,2833928,990,0,99886507,12362649,1568,3.52072975,0.284032025
440887089,1552296556,1941430,229079,2577183,3179607,16043,6379,1882163,2024,5035,571,101636,60595,203944,161298,13439,83450,161298,14917,30004,17491,2910753,2458,0,91918359,15496225,2706,3.520848296,0.284022462
456635913,1608202047,1954839,214989,2465152,3698739,14916,8344,1807213,2515,1127,120,73629,43812,100751,648917,115857,486527,648917,19632,44301,14661,3637656,1728,0,98935343,12638351,1683,3.521847496,0.28394188
448691426,1580641104,1998488,151925,2408572,3201506,9158,5430,2124693,986,615,105,39872,24720,85577,244947,5408,79674,244947,20601,121997,54615,2990427,2902,0,97945793,13136641,3324,3.522779827,0.283866733
438927413,1546284754,1961020,226626,2362946,3835476,12474,7749,2192236,1603,1342,140,61545,62505,206005,125282,9745,90161,125282,13258,29485,14743,3081861,2980,0,85519859,42540881,10550,3.522871227,0.283859368
456218079,1607549410,2310970,106869,2410484,2574519,6888,42913,2122573,2545,4363,676,133044,86283,241189,182378,132625,85141,182378,8812,14861,7903,2881382,995,0,100671266,13467075,1878,3.523642495,0.283797236
447791955,1578040766,1850035,208345,2592627,2872014,10434,4668,1958114,1422,611,170,56215,46657,124148,180595,13158,39799,180595,12136,20454,10978,2694292,1208,0,92446494,19167398,3734,3.524048944,0.283764504
453768713,1599159579,2189499,139023,2460191,2991143,8969,3864,2191214,1608,866,160,43441,34209,100874,59542,7771,30422,59542,6569,15242,8429,3137084,1133,0,99135550,14231131,2958,3.524173292,0.283754491
457681514,1612951431,2162496,173267,2622087,3205501,37839,42476,1131977,4464,2996,270,50606,30362,78870,124459,5354,62138,124459,10941,22020,10910,3379187,1290,0,102623624,12923733,1203,3.524178674,0.283754058
456188856,1607730276,1909628,146181,2838578,2829344,10600,4122,1888155,1838,531,130,66672,45318,241326,622764,144918,268437,622764,40292,7914,13069,2948711,1154,0,100847941,13833987,1763,3.524264687,0.283747133
454556700,1602096689,961458,379330,2425034,1144738,58475,32919,408863,2911,225,95,9465,137631,199463,888972,50963,370677,888972,44695,94173,49379,3906165,2236,17,93587910,21517304,2177,3.524525519,0.283726134
448387151,1580358705,1954085,201393,2649794,2642694,11331,5039,1887533,8980,8241,1971,143495,60282,171016,109792,11723,74765,109792,10158,25452,8586,2919802,1271,0,98925810,14433335,2930,3.524540571,0.283724922
456257088,1608200197,2154112,149910,2897913,2791975,9762,4002,2057454,2476,587,687,200427,52873,166455,127905,6532,38060,127905,9081,15438,9119,2612077,1089,0,99767785,14969032,2139,3.524767591,0.283706648
426951596,1504918831,1635243,385949,3250588,2446559,10571,3635,1880809,1608,686,150,93132,71468,174687,93074,9594,32133,93074,9588,15399,8178,2776282,976,0,96378310,45038541,6511,3.524799638,0.283704069
442383456,1559336946,1749504,175441,2620886,2778733,10202,3966,1908015,1944,641,335,50913,35680,100924,102665,13628,33865,102665,7596,18401,8273,2767831,1127,0,92793088,26062537,5222,3.524853665,0.283699721
451738403,1592336021,1882684,338257,2049257,1176915,71394,46203,99698,1603,150,55,8444,131017,174967,722352,4046,216785,722352,33949,84942,13950,3251605,1678,0,101807379,11981565,2801,3.524907359,0.283695399
447825518,1578829837,2125826,182641,2610140,2964553,10486,4959,2103046,1767,761,85,44109,34006,97041,109137,9969,40061,109137,6759,17843,39852,2828651,1263,0,38346639,20261243,3578,3.525546834,0.283643942
456104092,1608023372,2236009,116644,3229002,2483169,9098,2755,2210152,1337,505,165,86547,52487,127773,236424,231086,16186,236424,10192,13767,8780,2819796,1108,0,102459833,15749883,2044,3.525562257,0.283642701
456894277,1611067323,1946672,233087,2459624,3566509,26452,52584,1535691,2394,1257,160,59091,41930,129719,177830,10822,95228,177830,20358,42778,22350,2948203,1952,0,97838601,16793392,1347,3.526127168,0.283597259
456108812,1608966508,2231499,128749,2412149,3039288,20972,46140,1684589,2770,3953,140,7319,134090,251417,239147,41469,161687,239147,19066,51598,21569,3638449,1387,0,99179741,12524461,1162,3.52759356,0.28347937
455886222,1608203574,1938632,250267,2974461,2538829,23886,49748,1471394,1783,971,268,84108,41742,168122,141363,93195,52813,141363,7997,14766,8278,2730387,970,0,101891773,11071001,2114,3.527642417,0.283475444
454719588,1604415975,1954330,266636,3113725,2459255,25529,50151,1399105,1638,1067,220,82523,41030,141981,110253,9382,52380,110253,16042,25403,19748,2862980,1059,0,99017934,12030955,2896,3.528363452,0.283417515
456792489,1611740641,1986683,121289,2501232,2748332,9109,4119,1951472,1639,339,457,58280,39955,98111,103026,8699,43023,103026,7321,14573,7822,2832323,908,0,100579929,12543601,2036,3.528386915,0.28341563
453267189,1599305177,2073258,180531,2409585,3274236,11662,4525,2095805,1668,746,50,61018,42296,114687,102003,13420,37532,102003,8999,107326,49573,1497410,284,0,94804377,17706622,2630,3.528393883,0.28341507
444642806,1568951362,1982018,186721,2361874,2957696,12536,5410,1838676,1242,344,513,59937,41812,125250,83481,9664,26556,83481,8649,19879,8373,2905349,1246,0,99869075,12960718,4163,3.528565718,0.283401268
456647374,1611328487,2225746,113156,2315751,2731142,7958,4211,2082542,1118,454,1210,76988,28347,70740,86177,12498,32003,86177,5873,13957,6624,2868072,989,0,103619784,10460979,1753,3.528605613,0.283398064
445460454,1572120438,1991090,142698,2621024,2524822,16425,24747,1819249,5590,2434,530,76549,67701,136672,64182,4757,29342,64182,4976,13428,7168,2485276,845,0,100458674,18281182,4111,3.529203151,0.283350081
456342227,1610579965,2141459,140115,2460241,3193151,22773,44808,1667710,4474,6338,585,93370,62020,198008,187936,100468,38653,187936,10942,18889,10747,3092657,1114,0,99215771,13051260,1909,3.529324857,0.28334031
452752363,1598180895,2187174,127299,2410826,2874995,11159,3471,2098476,2002,481,290,65379,43452,102047,91870,15863,27857,91870,6870,15594,8354,2806854,914,0,100444690,12163423,3136,3.529922813,0.283292313
454963651,1606640582,1836530,138863,2793811,2482245,14389,3460,1991987,3298,127,849,21184,173689,199583,727375,10341,218037,727375,36541,62380,10047,2536658,1114,4,100012347,14288497,1773,3.531360315,0.283176994
455438243,1608327356,1893725,340701,2269924,1892439,61953,69616,1223834,5074,3707,220,82702,55273,161243,691045,85504,127911,691045,16354,24106,13197,3056018,1277,0,100310730,14927571,1728,3.53138407,0.28317509
454678871,1606141190,2137787,182974,2366863,3207404,13756,6365,2097729,4685,6137,1498,89055,52174,132572,109869,21007,67322,109869,11273,23581,12414,3027297,1083,0,99847452,12252143,2159,3.53247378,0.283087735
454339764,1604979957,2094458,169584,2971528,2693008,19248,3332,1913003,2384,375,285,96664,99232,183783,97046,8121,27495,97046,5504,10050,5760,2459355,907,0,99366097,19958267,2417,3.532554454,0.28308127
448952878,1586039573,1934457,161714,2446862,2913186,13480,5668,1955330,1687,521,95,44874,35274,87948,85717,5636,46746,85717,9595,18151,8668,2935945,1208,0,101027462,12929918,4258,3.532752881,0.28306537
456668781,1613467638,2189104,137343,2613730,2895787,10294,3436,2060738,2323,616,544,64045,51664,131136,132348,9162,38110,132348,11110,22308,10528,3065546,1102,0,101813494,16144800,2149,3.533124455,0.2830356
456158808,1611733613,2191012,97638,2342960,2705984,8271,3757,2123548,1107,615,566,66883,66678,182561,73667,50247,29542,73667,6368,12774,6907,2571176,820,0,102211091,10687201,1402,3.533273028,0.283023698
452259542,1598246146,2062877,151475,2702118,3101992,12200,4770,2031040,1387,581,95,57999,46303,118283,104325,3319,28987,104325,9625,14841,40112,2464587,862,0,90335431,31579029,2773,3.5339136,0.282972396
456302494,1612554097,2061103,142910,2605117,2899002,12169,4407,1981262,1545,612,727,68702,31360,84137,109601,4879,33983,109601,8325,16951,10016,3045924,1090,0,101679864,12903702,1929,3.533958543,0.282968798
455195901,1608961107,2204998,119248,2291075,2804444,8394,3511,2223415,1132,4250,916,108694,136410,1170135,102118,89099,30738,102118,6778,17485,9128,3080426,1096,0,101058785,11371553,1518,3.534656405,0.28291293
450276141,1592140797,1955156,198627,2725360,3435577,12587,5219,1987312,2765,661,175,78338,64976,157052,115887,17463,61512,115887,11199,24571,12896,3090675,1002,0,107752099,24920440,2543,3.535920854,0.28281176
444340759,1571260647,1660189,308919,3328877,2746290,19231,3510,1836805,1723,506,220,112421,115897,268695,149579,8487,37207,149579,10058,23388,14697,3248204,1423,0,90939505,40354025,5742,3.536161415,0.282792521
455581698,1611147712,2115979,179696,2684418,3172865,25564,52919,1453615,2163,1227,468,74913,39278,126649,125331,117927,50322,125331,8010,19112,8542,3128870,1246,0,99314270,13133011,1733,3.536462766,0.282768423
456482037,1614579903,2119597,122499,3584265,2579828,11771,2533,2177019,5246,450,496,132254,128162,261997,272557,186479,64683,272557,10716,13943,10616,2387357,964,0,99279535,21598211,1713,3.537006436,0.282724959
437445019,1547628894,1978008,159238,2679265,2831214,10190,4095,2021642,1683,636,170,63152,52874,145135,84106,12331,46957,84106,8429,15887,9350,2803064,1114,0,94076053,20019999,6408,3.537882081,0.282654983
454709967,1609347602,2100207,166593,2742517,2745714,9716,45430,1852987,2910,5144,646,79835,87193,180203,141132,19118,81358,141132,17346,35620,17885,2681233,2975,0,99819442,15441888,2040,3.539283761,0.282543042
455639057,1613147478,2213214,113161,2191858,2913005,7942,3840,2231091,3047,414,759,73413,23436,79018,61044,9895,31333,61044,6964,14561,6970,2870809,1027,0,103577421,10913893,1999,3.540406498,0.282453442
453830593,1606790236,2116405,131131,2536181,2679057,8760,3269,1916256,796,395,55,43206,27348,77816,97063,2498,40023,97063,7778,16145,12554,2739795,1020,0,102139287,11971472,2663,3.540506658,0.282445451
456503473,1616310508,1751166,235216,1872731,1211256,62124,61577,1026183,6763,2159,240,99845,88602,205065,194673,62847,18687,194673,27018,23165,10028,2423860,710,0,100934071,9877955,1818,3.54063135,0.282435504
456464540,1616663591,1802364,312035,3151376,2772397,37443,86606,1641344,1356,614,375,76530,54145,136241,147163,9951,30924,147163,9086,18875,10834,2670241,1208,0,99433750,16071928,1718,3.541706856,0.282349737
456801687,1617930210,2098986,142958,3641454,2607186,12571,2900,1901181,3330,404,813,220933,123922,289752,162449,15733,36462,162449,10139,16221,11029,2792183,1114,0,100606860,21975923,1573,3.541865663,0.282337077
444333621,1573881286,1909602,172066,2608957,2627525,12931,4700,1847684,1553,516,275,58713,41831,119331,103650,18432,54277,103650,7484,15752,7628,2847837,1271,0,99839014,13679726,3251,3.54211613,0.282317113
453509230,1606547868,2014744,197921,2869466,3391928,14202,6004,1974565,2224,911,230,90372,74602,270292,129865,70218,268357,129865,12551,31702,15363,2990543,2797,0,71017708,17563562,2369,3.542481082,0.282288028
454892976,1611541272,2174888,127790,2391492,2951238,8795,3702,2192560,2234,496,60,51855,36058,102193,96761,12883,38832,96761,9319,15342,11529,2570653,774,0,95654554,13107266,3301,3.542682251,0.282271999
442801949,1568778795,1789815,309071,3009017,2693620,23846,3488,1816784,3194,477,355,120091,107725,236977,135007,12098,31078,135007,8266,15361,7884,2691320,1108,0,95194468,23160135,5213,3.54284528,0.28225901
455424792,1613648611,2001219,188605,2476762,3571483,14819,7565,1890690,2094,5025,410,81152,36783,126111,223454,1846180,90160,223454,11518,24764,11762,3466372,1615,0,99964803,13597367,1913,3.543172527,0.28223294
455786068,1615095810,2158517,117690,2431069,2719514,8782,3373,2218294,2600,426,704,59051,21900,75368,106153,4546,26822,106153,6725,10965,8823,2827861,995,0,102087222,11607108,2054,3.543539225,0.282203734
454807823,1611642077,2168000,111652,2453718,2731441,8346,3780,2161201,2581,192,505,56126,32764,88079,71196,3043,32513,71196,5698,13188,5817,2628037,801,0,102357705,13099201,2179,3.543567185,0.282201507
456186297,1616610218,2197609,105001,2194453,2879969,6957,3910,2117033,1183,589,477,53667,46461,153972,77568,44068,30700,77568,6431,14422,6325,2891681,1120,0,103412301,10220563,1417,3.543750061,0.282186944
448703340,1590277597,1696822,516922,2753180,3509587,50622,8892,886485,2893,165,180,9663,147811,145914,77145,3168,20720,77145,16581,8916,31758,1660502,1390,3,92609726,31842912,4255,3.544162602,0.282154097
456579106,1618384385,2083364,160623,2746931,2830390,17841,4379,1946912,3839,142,1486,120615,68219,149400,149575,10221,45912,149575,11543,16655,10171,2778222,1058,0,101594833,14706448,1869,3.544587047,0.282120311
456019446,1616587474,1739999,339497,3033720,3076332,40103,87102,1771502,2120,874,105,48625,33304,94904,110144,6734,63144,110144,9492,22102,10408,3343787,1304,0,99261685,13118624,2222,3.544996794,0.282087702
455293917,1614018958,2193360,114722,2540569,2665271,7152,3370,2247103,1507,531,75,45196,37533,85126,81480,13970,18417,81480,5016,14229,8149,2687359,1118,0,100403184,12135963,1895,3.545004442,0.282087094
455758969,1615983804,2198419,111164,2488217,2828455,10483,3804,2154961,1659,440,2592,120261,39522,118236,82042,14380,29606,82042,9819,15600,8197,3020217,1083,0,101182314,12399394,1262,3.545698305,0.282031892
456140658,1617433742,2155617,103136,2487077,2889098,6596,44566,1934436,2940,5210,636,60379,76046,174452,289620,393550,36687,289620,14066,17235,13634,2738829,1321,0,99417037,14453637,1678,3.545910047,0.28201505
451921834,1602759499,1943742,204772,3148429,2759437,12645,3740,1989654,1297,511,140,95316,83061,258950,137198,35448,91095,137198,14566,30574,21283,2858541,2584,0,93001744,24601034,3584,3.546541411,0.281964845
453008830,1606645295,2041799,243904,2730365,2574578,22135,49320,1602077,1252,671,375,103593,50590,166131,161907,201400,48800,161907,10717,20687,9789,3092010,1233,0,102206539,10971147,2089,3.546609224,0.281959454
455156468,1614516074,2097675,156579,2695275,2861858,8639,4158,2042621,1187,676,90,65796,62245,219045,111119,29580,97110,111119,12275,25869,13136,2855617,1625,0,99441819,14940954,2369,3.547167156,0.281915105
455438631,1615564107,2204114,109345,2581988,2649442,8498,3397,2041312,1753,522,459,71366,64840,290902,85056,51398,35156,85056,6388,14499,7534,2718905,908,0,102155764,11356007,2500,3.54727069,0.281906876
454915263,1614306356,1321944,178514,1165523,134606,57695,26661,800336,4724,2374,526,39184,23209,63364,94277,13131,33686,94277,5755,11962,6663,2978188,776,0,103255970,9907641,2698,3.548586929,0.281802312
445859061,1582170698,1958573,149055,2047416,1531878,45073,1568,418097,2489,961,465,47768,58369,150667,107610,9055,39809,107610,8209,14760,8235,2784929,945,0,98872697,13170897,4154,3.548589311,0.281802123
456203779,1618889824,2073621,159359,2395956,3524493,9440,6128,2189271,1548,761,403,51825,35255,217156,613410,254412,407472,613410,18919,31647,12113,3455388,1397,0,101403631,12253270,1544,3.548611166,0.281800387
456480585,1620138692,2087185,138535,2534276,2784950,8357,5769,2072045,1010,642,1502,92210,40287,98675,129899,2968,29247,129899,12275,19339,12657,3118370,1189,0,99982326,14324988,1452,3.54919518,0.281754017
453642971,1610151735,1902462,181285,2949854,2592979,9092,3364,2046068,1858,4122,345,22604,86402,97853,856060,7933,176006,856060,50613,65799,16158,2867129,1198,0,94268157,23648234,2565,3.549380984,0.281739268
455775730,1618092380,1799338,610378,2672302,3731566,31846,16168,1874145,1666,1179,394,71850,48337,126975,114920,9156,62905,114920,25852,108157,102755,381173,0,0,98100020,40034967,2099,3.550194259,0.281674727
456767952,1621624082,2175975,147965,2544238,2916873,9544,45383,1897171,2319,4158,315,64582,47133,114481,188956,53057,47161,188956,17810,13557,12108,3074912,1201,0,98702547,13483342,1743,3.550214228,0.281673143
452486713,1606439813,1725931,372807,2863409,2281296,20240,28867,1801386,1513,516,160,67167,60691,196456,87791,19934,48793,87791,8799,19302,10509,2948338,1171,0,100989982,14289238,3693,3.550247481,0.281670505
454050142,1612067140,1333614,391339,3182995,2890755,47815,53281,1111020,1713,1237,110,74736,35530,120569,108901,11204,55077,108901,10090,21750,12093,2871247,1643,1,94706169,14529021,2077,3.550416553,0.281657092
443580536,1575190769,1870212,157291,2379321,3145289,8976,4719,1913938,972,496,80,43221,31054,92669,80701,7430,37877,80701,7097,14465,9741,2945719,890,0,97590983,11861555,4694,3.551081802,0.281604327
456475944,1620988935,2140094,129164,2645624,2906244,9920,3923,1912983,1290,440,130,65145,51965,108753,87362,4095,18086,87362,7226,14391,6531,2810516,1001,0,100059378,13423723,1538,3.551093889,0.281603368
436666432,1550729422,1514609,230598,3188510,2461796,7580,3601,1679534,2079,4293,345,63188,107063,264616,87101,10358,22351,87101,4445,12005,7715,2556405,1152,4,88978712,29462790,7505,3.551290661,0.281587765
454882275,1615450750,2071037,136985,2580990,2909221,11856,4978,1981929,1654,621,85,53246,40816,117663,110719,9432,35148,110719,9801,20004,10503,2984861,1158,0,99345920,12797671,2976,3.551360074,0.281582261
456440281,1621058414,2166991,108655,2381906,2907128,8648,3351,2216651,1112,395,115,59303,33214,92547,297269,64335,30495,297269,45971,7010,7628,2577970,810,0,101022195,11558063,1553,3.551523565,0.281569299
433145759,1538327771,1560693,238883,3412130,2546332,18838,3147,1696267,4113,405,345,142832,135605,267226,93171,12537,39577,93171,8222,19701,9356,2867114,1206,0,98174178,27061780,2925,3.55152449,0.281569225
455492465,1617703159,2080573,127778,2569684,2853452,7757,3763,2092744,1132,501,80,59113,41155,126532,118013,8260,42355,118013,6757,14748,8291,2616860,882,0,101573284,13255347,1813,3.551547574,0.281567395
456209176,1620249837,1661345,354052,2205512,4242817,31902,74279,1161475,2822,978,916,29078,9040,16928,496763,56923,321543,496763,90597,22400,44787,3804432,1528,42,102096010,11828565,1497,3.551550302,0.281567179
451346287,1603288555,2018578,154355,2951011,2720309,10925,3821,1995144,1052,631,265,76525,46823,104793,277873,50027,347480,277873,20030,29450,13532,2740050,2345,0,97467170,18968786,3646,3.552236057,0.281512823
454485437,1614690031,1897267,187340,2195253,2058782,30606,42888,1474198,2344,1107,225,98169,84574,211674,86685,10796,35378,86685,11140,24110,12794,3143177,1559,0,99379742,16531533,2338,3.552787173,0.281469154
456691573,1622586076,2091385,131571,2480933,2862507,10483,4381,2089783,1998,631,160,64249,38881,102883,147883,8610,29638,147883,9768,19506,11384,3001153,1164,0,99294354,12916409,1563,3.552914422,0.281459073
454453111,1614718689,2203671,100145,2649149,2889473,7955,4351,2258865,2697,660,2692,152020,52380,146842,115185,3770,19172,115185,9914,14049,10359,2826654,1002,0,103893733,12991045,1237,3.553102949,0.281444139
456569935,1622385796,1959305,203255,2714757,3185244,25708,52221,1536717,2515,1342,140,61178,44975,143861,258871,44530,142827,258871,20910,36186,75546,4319780,2020,0,97543446,17236931,1808,3.553422316,0.281418844
456140854,1620926718,1961985,286556,3103819,2800225,27306,64484,1533693,2602,570,979,138075,70955,177153,105814,4309,42115,105814,10929,23317,11124,2712735,1089,0,100629560,14664768,2144,3.553566193,0.28140745
454696855,1615858642,2127783,109181,2602667,2885700,6573,3983,2023167,1162,696,175,57153,39563,98966,87519,13170,38930,87519,7834,17849,8304,2644657,905,0,96369073,15425227,2504,3.553705341,0.281396431
456043798,1620926354,1744052,186448,3296211,2640321,16196,4365,1749082,5331,825,767,115863,78817,232182,84233,13446,36276,84233,5011,15989,6081,2987807,977,0,100332647,18935442,2249,3.554321671,0.281347636
446114106,1585807858,1973714,150576,2738752,2732014,9344,3316,1705429,2044,450,130,76406,40148,110654,76955,8756,29796,76955,7529,14537,8932,2502842,889,0,99502590,14806738,4724,3.554713551,0.28131662
456798667,1623830164,2247454,231424,2740782,2441898,23465,48657,1754090,1924,726,105,77070,50680,142501,251347,34093,86528,251347,17079,19379,24160,2608887,1039,0,101922206,10395316,1503,3.554804953,0.281309386
456518471,1622848355,2113470,116889,2553064,2757035,8993,3134,2063229,1478,501,75,83011,51044,147777,895109,59997,23166,895109,10533,13882,9194,2785558,964,0,102452401,11062590,1548,3.554836131,0.281306919
455996825,1621051790,2092030,148542,2707355,2932662,11488,3902,2099980,1032,641,100,45660,27861,72099,286322,54197,256284,286322,47509,6845,44073,389452,320,0,86050802,18440039,1762,3.554962888,0.281296889
455837097,1620492018,2185386,105140,2633865,2707081,7253,3504,2178966,1177,450,450,64475,51102,235357,81580,55004,37744,81580,7897,15682,7409,2783949,1108,0,101324807,11827312,2159,3.554980559,0.28129549
455383637,1618926552,1416205,322316,2910033,3138381,17368,7125,1639325,2710,725,631,124604,105785,137706,266984,6864,24537,266984,53165,56980,33147,1825337,1615,0,95908803,25487964,1673,3.555082837,0.281287398
456364328,1622585449,2167167,133360,2511798,2756812,11682,3422,2027802,1598,495,50,45035,35142,85794,117333,4564,56325,117333,9261,18979,12785,2897308,1271,0,101470386,12633450,1904,3.555460735,0.281257501
447028542,1589422633,1866156,130022,2869413,2038651,54266,56017,449830,4539,1843,460,49760,66282,153293,60811,8948,37823,60811,5742,12574,6594,2492510,857,0,100222252,13458678,3360,3.555528302,0.281252156
455458537,1619779387,2141797,108660,2302309,2732950,6597,3961,2065964,1951,566,973,193743,36107,122002,104717,5787,33951,104717,6375,15250,6544,2848004,1039,0,103092083,10099474,1407,3.55637068,0.281185537
455097923,1618523936,2148889,107507,2354740,2847995,8352,3477,2206222,1365,643,941,162355,72403,176009,86542,3163,26385,86542,5788,11676,7059,2713162,883,0,102778228,11252006,2480,3.556430065,0.281180842
447682804,1592179487,1835718,381803,3013298,2644496,62943,58885,949192,2334,205,360,37158,103800,190665,107297,10101,58561,107297,8780,21086,9168,2563118,1133,3,92886885,15150917,3302,3.556490159,0.281176091
454123586,1615162772,2112188,146995,3059797,2978811,7920,3022,2101006,1803,500,95,86748,77916,200918,138860,10813,37759,138860,8835,15523,11521,2717951,743,0,98855470,16517242,3202,3.556659072,0.281162737
500898628,1781580328,2121452,186351,3418021,3242502,17112,4164,2081617,2209,629,406,84751,93927,173558,421623,39253,48050,421623,80209,65760,38654,3006991,1319,4,110159795,21801962,2077,3.556768233,0.281154108
